0,1,1052.000000,1284.000000,1180.000000,1572.000000,0.913149,0,person
0,2,3599.000000,1093.000000,3689.000000,1280.000000,0.685351,0,person
0,3,1365.000000,1238.000000,1525.000000,1432.000000,0.653312,0,person
0,4,309.000000,1052.000000,345.000000,1091.000000,0.512087,0,person
0,5,660.000000,1035.000000,695.000000,1085.000000,0.482008,0,person
0,6,1557.000000,846.000000,2037.000000,1037.000000,0.449447,25,umbrella
0,7,603.000000,1045.000000,635.000000,1091.000000,0.441354,0,person
0,8,1765.000000,1021.000000,1834.000000,1095.000000,0.435939,0,person
0,9,559.000000,1047.000000,591.000000,1093.000000,0.415601,0,person
0,10,1600.000000,1075.000000,1794.000000,1367.000000,0.357036,0,person
1,1,1054.000000,1283.000000,1181.000000,1563.000000,0.928769,0,person
1,10,1649.000000,1114.000000,1784.000000,1347.000000,0.775770,0,person
1,3,1380.000000,1222.000000,1528.000000,1420.000000,0.751239,0,person
1,2,3599.000000,1094.000000,3694.000000,1279.000000,0.700116,0,person
1,5,660.000000,1034.000000,695.000000,1083.000000,0.524663,0,person
1,4,307.000000,1052.000000,343.000000,1091.000000,0.511598,0,person
1,7,601.000000,1045.000000,635.000000,1089.000000,0.474381,0,person
1,6,1558.000000,847.000000,2036.000000,1037.000000,0.473723,25,umbrella
1,8,1764.000000,1021.000000,1834.000000,1099.000000,0.434190,0,person
1,9,559.000000,1048.000000,593.000000,1092.000000,0.420718,0,person
2,1,1052.000000,1278.000000,1184.000000,1571.000000,0.965190,0,person
2,2,3599.000000,1097.000000,3694.000000,1279.000000,0.829941,0,person
2,3,1381.000000,1224.000000,1535.000000,1416.000000,0.749257,0,person
2,11,1613.000000,1065.000000,1807.000000,1360.000000,0.692949,0,person
2,4,306.000000,1052.000000,343.000000,1091.000000,0.484863,0,person
2,5,659.000000,1034.000000,695.000000,1083.000000,0.426954,0,person
2,6,1554.000000,846.000000,2040.000000,1035.000000,0.366196,25,umbrella
2,7,600.000000,1044.000000,636.000000,1089.000000,0.358948,0,person
2,8,1765.000000,1022.000000,1834.000000,1097.000000,0.281225,0,person
2,9,559.000000,1049.000000,595.000000,1092.000000,0.282522,0,person
3,1,1052.000000,1279.000000,1187.000000,1563.000000,0.967943,0,person
3,0,1657.000000,1107.000000,1792.000000,1342.000000,0.745751,0,person
3,3,1388.000000,1221.000000,1532.000000,1421.000000,0.750123,0,person
3,2,3600.000000,1091.000000,3691.000000,1278.000000,0.740878,0,person
3,4,308.000000,1052.000000,343.000000,1090.000000,0.518382,0,person
3,5,658.000000,1034.000000,695.000000,1084.000000,0.463981,0,person
3,7,599.000000,1044.000000,637.000000,1088.000000,0.419334,0,person
3,6,1556.000000,847.000000,2038.000000,1036.000000,0.347009,25,umbrella
3,9,559.000000,1048.000000,596.000000,1092.000000,0.320928,0,person
3,8,1764.000000,1022.000000,1830.000000,1102.000000,0.264897,0,person
4,1,1055.000000,1276.000000,1187.000000,1567.000000,0.963867,0,person
4,0,1658.000000,1109.000000,1800.000000,1345.000000,0.815513,0,person
4,2,3601.000000,1095.000000,3698.000000,1277.000000,0.821458,0,person
4,3,1379.000000,1220.000000,1537.000000,1421.000000,0.639499,0,person
4,5,657.000000,1033.000000,699.000000,1087.000000,0.579510,0,person
4,4,308.000000,1052.000000,344.000000,1090.000000,0.528055,0,person
4,7,596.000000,1043.000000,637.000000,1091.000000,0.486436,0,person
4,9,558.000000,1048.000000,597.000000,1094.000000,0.353617,0,person
4,6,1552.000000,846.000000,2043.000000,1039.000000,0.288245,25,umbrella
4,0,369.000000,1053.000000,398.000000,1087.000000,0.282611,0,person
4,0,658.000000,1372.000000,785.000000,1583.000000,0.273515,0,person
5,1,1058.000000,1274.000000,1188.000000,1567.000000,0.971946,0,person
5,0,1664.000000,1103.000000,1798.000000,1349.000000,0.887428,0,person
5,2,3605.000000,1096.000000,3703.000000,1277.000000,0.871201,0,person
5,3,1386.000000,1221.000000,1535.000000,1421.000000,0.807394,0,person
5,5,658.000000,1034.000000,699.000000,1088.000000,0.574537,0,person
5,7,596.000000,1044.000000,636.000000,1092.000000,0.506827,0,person
5,4,308.000000,1052.000000,343.000000,1090.000000,0.500223,0,person
5,6,1553.000000,846.000000,2039.000000,1038.000000,0.366065,25,umbrella
5,9,558.000000,1049.000000,597.000000,1095.000000,0.362117,0,person
5,0,658.000000,1375.000000,785.000000,1581.000000,0.253404,0,person
6,1,1059.000000,1271.000000,1189.000000,1569.000000,0.978766,0,person
6,0,1666.000000,1105.000000,1804.000000,1345.000000,0.822592,0,person
6,2,3606.000000,1092.000000,3705.000000,1277.000000,0.815405,0,person
6,3,1393.000000,1219.000000,1531.000000,1423.000000,0.716786,0,person
6,5,658.000000,1034.000000,699.000000,1089.000000,0.519035,0,person
6,7,595.000000,1046.000000,634.000000,1094.000000,0.465645,0,person
6,4,309.000000,1052.000000,344.000000,1090.000000,0.445462,0,person
6,6,1553.000000,847.000000,2038.000000,1034.000000,0.376128,25,umbrella
6,9,557.000000,1049.000000,597.000000,1095.000000,0.326128,0,person
6,0,660.000000,1371.000000,786.000000,1582.000000,0.298883,0,person
7,1,1063.000000,1270.000000,1192.000000,1570.000000,0.980152,0,person
7,3,1393.000000,1223.000000,1532.000000,1418.000000,0.776675,0,person
7,13,1667.000000,1115.000000,1805.000000,1348.000000,0.663302,0,person
7,2,3606.000000,1092.000000,3714.000000,1279.000000,0.514896,0,person
7,5,659.000000,1034.000000,699.000000,1088.000000,0.512315,0,person
7,7,596.000000,1046.000000,633.000000,1093.000000,0.459543,0,person
7,0,1743.000000,1015.000000,1823.000000,1184.000000,0.457951,0,person
7,4,311.000000,1052.000000,346.000000,1089.000000,0.352792,0,person
7,9,558.000000,1049.000000,596.000000,1095.000000,0.293308,0,person
7,12,662.000000,1372.000000,785.000000,1582.000000,0.286105,0,person
8,1,1064.000000,1271.000000,1194.000000,1571.000000,0.973574,0,person
8,3,1387.000000,1226.000000,1538.000000,1416.000000,0.831096,0,person
8,2,3609.000000,1088.000000,3719.000000,1278.000000,0.806179,0,person
8,5,660.000000,1034.000000,700.000000,1087.000000,0.452013,0,person
8,0,1741.000000,1015.000000,1825.000000,1187.000000,0.419873,0,person
8,7,597.000000,1046.000000,634.000000,1094.000000,0.410122,0,person
8,4,312.000000,1052.000000,347.000000,1090.000000,0.378428,0,person
8,13,1633.000000,1066.000000,1826.000000,1359.000000,0.312892,0,person
9,1,1067.000000,1267.000000,1194.000000,1573.000000,0.980712,0,person
9,3,1392.000000,1223.000000,1534.000000,1418.000000,0.817308,0,person
9,2,3609.000000,1090.000000,3724.000000,1279.000000,0.761574,0,person
9,13,1638.000000,1054.000000,1840.000000,1356.000000,0.598366,0,person
9,5,661.000000,1035.000000,700.000000,1088.000000,0.443243,0,person
9,7,598.000000,1046.000000,634.000000,1095.000000,0.374000,0,person
9,4,315.000000,1052.000000,350.000000,1089.000000,0.358235,0,person
9,0,1546.000000,849.000000,2047.000000,1036.000000,0.292207,25,umbrella
9,0,1739.000000,1015.000000,1828.000000,1188.000000,0.261269,0,person
10,1,1072.000000,1267.000000,1195.000000,1577.000000,0.977661,0,person
10,2,3611.000000,1087.000000,3716.000000,1279.000000,0.773433,0,person
10,3,1388.000000,1225.000000,1537.000000,1417.000000,0.764759,0,person
10,13,1637.000000,1055.000000,1844.000000,1357.000000,0.492198,0,person
10,5,661.000000,1035.000000,699.000000,1086.000000,0.485695,0,person
10,4,316.000000,1052.000000,350.000000,1089.000000,0.441464,0,person
10,7,600.000000,1046.000000,635.000000,1094.000000,0.405254,0,person
10,0,1549.000000,848.000000,2046.000000,1036.000000,0.327651,25,umbrella
10,0,555.000000,1048.000000,592.000000,1096.000000,0.326136,0,person
10,0,367.000000,1054.000000,396.000000,1087.000000,0.265719,0,person
11,1,1076.000000,1270.000000,1195.000000,1571.000000,0.977763,0,person
11,3,1386.000000,1227.000000,1546.000000,1416.000000,0.832783,0,person
11,2,3613.000000,1088.000000,3724.000000,1277.000000,0.614169,0,person
11,5,661.000000,1035.000000,698.000000,1086.000000,0.504344,0,person
11,4,317.000000,1052.000000,351.000000,1089.000000,0.444755,0,person
11,7,601.000000,1045.000000,636.000000,1092.000000,0.433226,0,person
11,13,1688.000000,1109.000000,1831.000000,1341.000000,0.370727,0,person
11,0,556.000000,1048.000000,592.000000,1094.000000,0.352998,0,person
11,0,1551.000000,848.000000,2044.000000,1036.000000,0.301358,25,umbrella
11,0,1743.000000,1017.000000,1829.000000,1185.000000,0.288533,0,person
11,0,367.000000,1054.000000,396.000000,1087.000000,0.265156,0,person
12,1,1074.000000,1272.000000,1198.000000,1567.000000,0.980166,0,person
12,2,3616.000000,1088.000000,3724.000000,1278.000000,0.801469,0,person
12,3,1385.000000,1229.000000,1544.000000,1416.000000,0.655530,0,person
12,5,660.000000,1035.000000,698.000000,1085.000000,0.548987,0,person
12,7,599.000000,1044.000000,636.000000,1091.000000,0.488172,0,person
12,4,317.000000,1052.000000,352.000000,1089.000000,0.484188,0,person
12,0,556.000000,1048.000000,594.000000,1093.000000,0.385441,0,person
12,0,1747.000000,1017.000000,1828.000000,1182.000000,0.319376,0,person
12,0,367.000000,1054.000000,396.000000,1087.000000,0.280721,0,person
12,13,1641.000000,1072.000000,1862.000000,1354.000000,0.275380,0,person
13,1,1081.000000,1261.000000,1201.000000,1583.000000,0.969874,0,person
13,2,3618.000000,1092.000000,3729.000000,1282.000000,0.809700,0,person
13,3,1389.000000,1229.000000,1544.000000,1414.000000,0.735491,0,person
13,4,318.000000,1052.000000,353.000000,1089.000000,0.502163,0,person
13,5,660.000000,1035.000000,697.000000,1085.000000,0.461576,0,person
13,7,601.000000,1046.000000,636.000000,1090.000000,0.435600,0,person
13,15,1748.000000,1016.000000,1831.000000,1170.000000,0.397083,0,person
13,18,557.000000,1049.000000,593.000000,1092.000000,0.348905,0,person
13,17,366.000000,1054.000000,396.000000,1087.000000,0.293901,0,person
14,1,1080.000000,1270.000000,1201.000000,1575.000000,0.965399,0,person
14,2,3624.000000,1099.000000,3726.000000,1278.000000,0.804187,0,person
14,3,1390.000000,1227.000000,1543.000000,1413.000000,0.568048,0,person
14,0,1701.000000,1050.000000,1880.000000,1348.000000,0.528324,0,person
14,4,319.000000,1052.000000,354.000000,1089.000000,0.518951,0,person
